學校類型,設立別,學校,科系,校系,學類所屬學群編號,學類所屬學群名稱,學群編號編碼,大考中心學類編號,學類編碼,學類編號編碼,學校代碼,學校名稱,科系代碼,科系名稱,校系代碼,校系名稱,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,師生比,一年級人數,二年級人數,三年級人數,四年級人數,大四以上年級人數,延畢人數,人數下滑率,延畢率,教師總數,專任助理教授以上之比例,專任講師以上之比例,專任助理教授以上總人數,專任講師以上總人數,正副教授比較助理教授及講師講課時數之倍數,專任教授平均每週授課時數,專任副教授平均每週授課時數,專任助理教授平均每週授課時數,專任講師平均每週授課時數,專任其他教師平均每週授課時數,畢業總學分數,專業學分比,通識/共同學分比,畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,大學生興趣碼,大學生興趣碼R,大學生興趣碼I,大學生興趣碼A,大學生興趣碼S,大學生興趣碼E,大學生興趣碼C,職業Holland碼前二碼,職業興趣碼R,職業興趣碼I,職業興趣碼A,職業興趣碼S,職業興趣碼E,職業興趣碼C,命中率,職業Holland碼首碼,首碼職業關聯百分比,前二碼職業關聯百分比,辦理休學率,總休學率,因學業成績與志趣不合總休學率,休學人數整理2_在學學生數,學期內新辦理休學人數小計,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,至學期底總休學人數小計,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,退學率,因成績/志趣與逾期退學率,因志趣不合退學率,退學人數整理2_在學學生數,退學人數小計,因學業成績退學人數,因志趣不合退學人數,因逾期未註冊退學人數,因休學逾期未復學退學人數,教育部學類,三年後就業薪資_99學年日間碩士,三年後就業薪資_99學年在職碩士,三年後就業薪資 _99學年日間學士,99學年三年後就業薪資_進修學士,三年後就業薪資_99學年日間專科,三年後就業薪資_99學年進修專科,四年後就業薪資_99學年日間碩士,四年後就業薪資_99學年在職碩士,四年後就業薪資_99學年日間學士,四年後就業薪資_99學年進修學士,四年後就業薪資_99學年日間專科,四年後就業薪資_99學年進修專科,三年後就業薪資_100學年日間碩士,三年後就業薪資_100學年在職碩士,三年後就業薪資_100學年日間學士,三年後就業薪資_100學年進修學士,三年後就業薪資_100學年日間專科,三年後就業薪資_100學年進修專科,三年後就業率_99學年日間碩士,三年後就業率_99學年在職碩士,三年後就業率_99學年日間學士,三年後就業率_99學年進修學士,三年後就業率_99學年日間專科,三年後就業率_99學年進修專科,四年後就業率_99學年日間碩士,四年後就業率_99學年在職碩士,四年後就業率_99學年日間學士,四年後就業率_99學年進修學士,四年後就業率_99學年日間專科,四年後就業率_99學年進修專科,三年後就業率_100學年日間碩士,三年後就業率_100學年在職碩士,三年後就業率_100學年日間學士,三年後就業率_100學年進修學士,三年後就業率_100學年日間專科,三年後就業率_100學年進修專科,隔屆就業率成長幅度,隔屆就業薪資變化,隔年就業率成長幅度,隔年就業薪資變化
一般,公立,國立中央大學,通訊工程學系,國立中央大學通訊工程學系,2,工程學群,2工程學群,5,通訊工程學類,5通訊工程學類,8,國立中央大學,7141060,通訊工程學系,807141060,國立中央大學通訊工程學系,444,14,100,03 桃園市,一般,0.0315,133,122,90,75,14,10,-0.170556172,0.022522523,14,1,1,14,14,1.545882353,5.21,6.93,7.5,0,0,132,0.734848485,0.189393939,97,25,0,10,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.71,0.71,0.04076087,0.123641304,0.024456522,736,30,8,0,91,17,1,0.037891269,0.036243822,0.006589786,607,23,1,4,6,11,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立中央大學,經濟學系,國立中央大學經濟學系,17,財經學群,17財經學群,120,經濟學類,120經濟學類,8,國立中央大學,3111013,經濟學系,803111013,國立中央大學經濟學系,305,12,78,03 桃園市,一般,0.0393,72,74,74,67,3,15,-0.022272272,0.049180328,14,0.857142857,0.857142857,12,12,1.989333333,5.25,8.67,6.5,0,0,111,0.693693694,0.126126126,77,14,0,20,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,"E,I",0.36,0.36,0.02233677,0.032646048,0.015463918,582,13,6,1,19,7,2,0.01734104,0.011560694,0,173,3,1,0,0,1,經濟學類,45020,73259,34767,34288,,,50190,78667,39562,35613,,,47891,81947,35605,34110,,,0.8502,0.9357,0.8472,0.92,,,0.8742,0.9007,0.8708,0.9205,,,0.9136,0.9701,0.8507,0.9339,,,-0.0288,3054.75,0.0033,4175
一般,公立,國立中央大學,資訊工程學系,國立中央大學資訊工程學系,1,資訊學群,1資訊學群,1,資訊工程學類,1資訊工程學類,8,國立中央大學,6131059,資訊工程學系,806131059,國立中央大學資訊工程學系,927,27,265,03 桃園市,一般,0.0291,295,291,166,135,32,8,-0.209953192,0.008629989,27,1,1,27,27,2.011034483,7.25,6.33,6.25,0,0,128,0.6328125,0.1953125,81,25,0,22,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.026572668,0.063449024,0.01681128,1844,49,17,1,117,28,3,0.018080668,0.015994437,0.001390821,1438,26,4,2,8,9,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立中央大學,資訊管理學系,國立中央大學資訊管理學系,16,管理學群,16管理學群,105,資訊管理學類,105資訊管理學類,8,國立中央大學,6131053,資訊管理學系,806131053,國立中央大學資訊管理學系,629,20,163,03 桃園市,一般,0.0318,195,197,100,105,12,20,-0.144043126,0.031796502,20,1,1,20,20,1.662222222,6.46,7.5,8,0,0,153,0.549019608,0.281045752,84,43,0,26,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.027240773,0.054481547,0.023725835,1138,31,14,1,62,21,6,0.025477707,0.024203822,0.002547771,785,20,4,2,1,12,其他商業及管理學類,60023,117472,30508,37254,24435,,64511,122025,33779,39284,23196,,60184,113980,30676,39189,29713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,810,0.0145,2621
一般,公立,國立中央大學,電機工程學系,國立中央大學電機工程學系,2,工程學群,2工程學群,2,電機工程學類,2電機工程學類,8,國立中央大學,7141055,電機工程學系,807141055,國立中央大學電機工程學系,769,35,218,03 桃園市,一般,0.0455,226,241,154,115,26,7,-0.182623641,0.009102731,35,0.971428571,1,34,35,0.5875,5.25,5.5,7,12,0,132,0.734848485,0.189393939,97,25,0,10,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,0.027659574,0.081560284,0.025531915,1410,39,18,1,115,30,6,0.025380711,0.023205221,0.005076142,1379,35,7,7,1,17,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立中央大學,機械工程學系,國立中央大學機械工程學系,2,工程學群,2工程學群,6,機械工程學類,6機械工程學類,8,國立中央大學,7151064,機械工程學系,807151064,國立中央大學機械工程學系,1098,38,271,03 桃園市,一般,0.0346,323,321,220,171,37,26,-0.181186989,0.023679417,38,1,1,38,38,2.058461538,5.45,6.93,5.5,0,0,129,0.798449612,0.108527132,103,14,0,6,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,0.036678964,0.083178786,0.02855783,2101,77,28,6,175,53,7,0.02720403,0.025692695,0.002015113,1985,54,13,4,14,20,機械工程學類,49611,77363,31686,32517,26761,41208,60403,83510,37129,35704,30302,43255,52645,71059,32010,32955,28949,38042,0.9521,0.9647,0.9008,0.9215,0.7816,0.8977,0.9692,0.9647,0.9224,0.9335,0.7712,0.9247,0.9564,0.9578,0.9041,0.8924,0.7764,0.907,0.0041,-581,0.0112,5193
一般,公立,國立中正大學,中國文學系,國立中正大學中國文學系,13,文史哲學群,13文史哲學群,84,中國語文學類,84中國語文學類,13,國立中正大學,2322011,中國文學系,1302322011,國立中正大學中國文學系,249,17,58,10 嘉義縣,一般,0.0683,65,57,48,54,13,12,-0.051990553,0.048192771,17,1,1,17,17,1.75625,5.38,7.67,7,0,0,128,0.5859375,0.21875,75,28,0,25,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,0.07480315,0.155511811,0.015748031,508,38,0,3,79,0,8,0.055970149,0.055970149,0.007462687,268,15,4,2,0,9,中國語文學類,52560,80014,31029,30970,,,55031,81433,33926,33393,,,55646,78315,32146,29771,,,0.8739,0.9708,0.8268,0.8768,,,0.8889,0.9679,0.8582,0.8949,,,0.8457,0.979,0.8159,0.8427,,,0.0163,326.25,0.0154,2303
一般,公立,國立中正大學,化學工程學系,國立中正大學化學工程學系,2,工程學群,2工程學群,10,化學工程學類,10化學工程學類,13,國立中正大學,7111061,化學工程學系,1307111061,國立中正大學化學工程學系,310,13,88,10 嘉義縣,一般,0.0419,96,99,54,48,3,10,-0.178135522,0.032258065,13,0.923076923,1,12,13,1.5,8,6,0,9,0,142,0.746478873,0.197183099,106,28,0,8,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,0.017628205,0.038461538,0.016025641,624,11,1,3,24,2,8,0.027896996,0.027896996,0.006437768,466,13,3,3,1,6,化學工程學類,50853,58101,33872,34071,27195,29845,61357,63330,39091,37518,29658,26175,54061,63339,35251,33115,25580,,0.9567,0.9552,0.8894,0.9269,0.6216,0.6,0.964,0.9853,0.9072,0.9236,0.7045,0.8,0.9551,0.9863,0.8842,0.9267,0.4118,,-0.0079,3279.7,0.0558,3865
一般,公立,國立中正大學,化學暨生物化學系,國立中正大學化學暨生物化學系,3,數理化學群,3數理化學群,16,化學學類,16化學學類,13,國立中正大學,5311045,化學暨生物化學系,1305311045,國立中正大學化學暨生物化學系,320,17,88,10 嘉義縣,一般,0.0531,99,102,62,45,5,7,-0.212015794,0.021875,17,1,1,17,17,1.587058824,5.86,6.63,7.5,0,0,128,0.546875,0.21875,70,28,0,30,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,0.028571429,0.071428571,0.031746032,630,18,5,1,45,8,12,0.04851752,0.04851752,0.029649596,371,18,2,11,2,3,化學學類,52891,52510,33991,30158,,,63253,54688,38295,33707,,,56995,74990,34438,33117,,,0.9605,1,0.8312,0.7647,,,0.9721,1,0.8528,0.7647,,,0.9652,0.9259,0.8212,0.8947,,,-0.0127,7497.5,0.0083,5098
一般,公立,國立中正大學,心理學系,國立中正大學心理學系,10,社會與心理學群,10社會與心理學群,66,心理學類,66心理學類,13,國立中正大學,3131019,心理學系,1303131019,國立中正大學心理學系,331,19,64,10 嘉義縣,一般,0.0574,72,85,82,76,3,13,0.024030235,0.039274924,19,1,1,19,19,1.540869565,7.64,9.08,10.5,0,0,128,0.5,0.21875,64,28,0,36,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.42,0.19,0.042721519,0.077531646,0.007911392,632,27,1,0,49,3,2,0.019417476,0.01618123,0.003236246,309,6,0,1,0,4,心理學類,50558,73721,32759,31822,,,53410,74564,35705,30571,,,51172,77207,32392,32644,,,0.9362,0.9697,0.809,0.8235,,,0.9333,0.9798,0.836,0.8676,,,0.9478,1,0.8054,0.8485,,,-0.0158,1138.75,0.0196,1348
一般,公立,國立中正大學,外國語文學系,國立中正大學外國語文學系,12,外語學群,12外語學群,79,英語文學類,79英語文學類,13,國立中正大學,2311012,外國語文學系,1302311012,國立中正大學外國語文學系,279,17,70,10 嘉義縣,一般,0.0609,70,63,67,60,5,14,-0.046995183,0.050179211,17,1,1,17,17,1.745555556,6,8.71,8,0,0,128,0.6328125,0.3671875,81,47,0,0,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.062102473,0.115371025,0.008880995,563,35,1,0,65,2,3,0.027253669,0.025157233,0.004192872,477,13,3,2,0,7,外國語文學類,47592,68581,30313,34680,25862,33818,49715,70862,33103,36733,27346,39109,45886,70527,31111,34138,25044,35446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,217.67,0.046,2670
一般,公立,國立中正大學,犯罪防治學系,國立中正大學犯罪防治學系,10,社會與心理學群,10社會與心理學群,73,犯罪防治學類,73犯罪防治學類,13,國立中正大學,3199026,犯罪防治學系,1303199026,國立中正大學犯罪防治學系,354,12,73,10 嘉義縣,一般,0.0339,91,93,83,59,26,2,-0.124901829,0.005649718,12,1,1,12,12,17.33,7.33,9,0,0,0,132,0.628787879,0.212121212,83,28,0,21,,0,0,0,0,0,0,EI,0,1,0,0,1,0,4,C,0.29,0.18,0.058753702,0.120974566,0,595,34,0,0,69,0,0,0.043659044,0.041580042,0.004158004,481,21,5,2,5,8,綜合社會及行為科學學類,54670,79348,33569,,,,59356,80983,36354,,,,50769,81853,34870,,,,0.9031,0.9193,0.8607,,,,0.9133,0.9141,0.9055,,,,0.9034,0.978,0.8677,,,,-0.022,-31.67,0.0166,3035
一般,公立,國立中正大學,企業管理學系,國立中正大學企業管理學系,16,管理學群,16管理學群,102,企業管理學類,102企業管理學類,13,國立中正大學,4131033,企業管理學系,1304131033,國立中正大學企業管理學系,593,18,191,10 嘉義縣,一般,0.0304,189,182,114,91,12,5,-0.204139266,0.008431703,18,1,1,18,18,1.928888889,6.86,9.5,8,0,0,128,0.609375,0.21875,78,28,0,22,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.025790349,0.077371048,0.00249584,1202,31,1,0,93,1,2,0.03131524,0.030271399,0.004175365,958,30,9,4,2,14,企業管理學類,47960,99045,29887,35199,24762,33925,52793,105597,32632,37663,27331,38150,48024,96539,30451,37259,28641,31935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,345.17,0.034,3898
一般,公立,國立中正大學,地球與環境科學系,國立中正大學地球與環境科學系,7,地球與環境學群,7地球與環境學群,48,地質地球與環境科學學類,48地質地球與環境科學學類,13,國立中正大學,5321047,地球與環境科學系,1305321047,國立中正大學地球與環境科學系,215,16,64,10 嘉義縣,一般,0.0744,64,60,47,44,2,3,-0.114332151,0.013953488,16,1,1,16,16,1.774117647,6.75,7.33,7.5,0,0,132,0.689393939,0.212121212,91,28,0,13,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,"I,R,S",0.25,0.25,0.029448185,0.05222119,0.012383901,323,10,2,1,17,2,2,0.028871391,0.026246719,0.007874016,381,11,3,3,0,4,地球科學學類,41476,74000,32894,,,,45207,73696,36935,,,,43830,81038,33686,,,,0.9424,1,0.6792,,,,0.958,1,0.7778,,,,0.9632,1,0.791,,,,-0.0442,3394.67,0.0381,2489
一般,公立,國立中正大學,法律學系,國立中正大學法律學系,15,法政學群,15法政學群,98,法律學類,98法律學類,13,國立中正大學,4211039,法律學系,1304211039,國立中正大學法律學系,803,23,157,10 嘉義縣,一般,0.0286,203,184,180,173,58,5,-0.051408026,0.00622665,23,1,1,23,23,1.619534884,7.41,9,9.75,0,0,134,0.791044776,0.208955224,106,28,0,0,EA ECS,0,0,1,1,1,1,CE,0,0,0,0,1,1,4,"C,E",0.36,0.21,0.107860732,0.226725964,0.006569343,1370,140,3,3,301,5,4,0.049009385,0.044838373,0.003128259,959,47,21,3,5,14,一般法律學類,74471,95609,35693,45918,,,79574,101917,39475,48365,,,74074,104846,34554,37981,,,0.8735,0.9448,0.6427,0.773,,,0.8801,0.9034,0.7368,0.8098,,,0.8597,0.8944,0.6386,0.7514,,,0.0225,-59,0.024,4410
一般,公立,國立中正大學,物理學系,國立中正大學物理學系,3,數理化學群,3數理化學群,17,物理學類,17物理學類,13,國立中正大學,5331067,物理學系,1305331067,國立中正大學物理學系,270,21,77,10 嘉義縣,一般,0.0778,75,64,53,49,10,19,-0.131337788,0.07037037,21,1,1,21,21,1.643598616,6.42,6.83,7.67,0,0,132,0.787878788,0.212121212,104,28,0,0,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,0.035019455,0.06614786,0.013618677,514,18,3,0,34,4,3,0.03202847,0.028469751,0.007117438,281,9,3,2,2,1,物理學類,57053,79256,32837,,,,70060,83133,38149,,,,60185,73918,36818,,,,0.9362,1,0.7674,,,,0.9525,1,0.8006,,,,0.9085,0.9524,0.7526,,,,0.03,591.67,0.0165,7399
一般,公立,國立中正大學,社會福利學系,國立中正大學社會福利學系,10,社會與心理學群,10社會與心理學群,68,社會工作學類,68社會工作學類,13,國立中正大學,9231063,社會福利學系,1309231063,國立中正大學社會福利學系,278,14,66,10 嘉義縣,一般,0.0504,67,71,70,58,6,6,-0.041937195,0.021582734,14,0.928571429,1,13,14,0.988571429,7.17,9.13,7.5,9,0,130,0.707692308,0.215384615,92,28,0,10,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,0.038596491,0.089473684,0.010526316,570,22,0,2,51,0,6,0.029569892,0.029569892,0.01344086,372,11,2,5,2,2,社會工作學類,47057,62760,33049,35006,,,49602,67490,35184,35673,,,47556,70088,32770,35627,,,0.9591,1,0.9034,0.9378,,,0.9638,1,0.9183,0.9355,,,0.9697,1,0.91,0.9309,,,-0.0026,2042.25,0.0043,2519
一般,公立,國立中正大學,政治學系,國立中正大學政治學系,15,法政學群,15法政學群,100,政治學類,100政治學類,13,國立中正大學,3121018,政治學系,1303121018,國立中正大學政治學系,216,13,42,10 嘉義縣,一般,0.0602,70,84,58,45,5,12,-0.11122058,0.055555556,13,1,1,13,13,1.853731343,9.36,8.27,9.05,0,0,129,0.627906977,0.217054264,81,28,0,20,ES,0,0,0,1,1,0,EA,0,0,1,0,1,0,4,E,0.33,0.22,0.046594982,0.111111111,0.005376344,558,26,0,2,62,0,3,0.040247678,0.040247678,0.003095975,323,13,4,1,1,7,政治學類,44335,86562,35703,,,,46843,89777,39605,,,,48173,87201,36402,,,,0.8356,0.9597,0.7845,,,,0.8562,0.9375,0.8431,,,,0.8182,0.89,0.7395,,,,0.044,1725.33,0.019,3208
一般,公立,國立中正大學,哲學系,國立中正大學哲學系,13,文史哲學群,13文史哲學群,86,哲學學類,86哲學學類,13,國立中正大學,2231016,哲學系,1302231016,國立中正大學哲學系,244,14,48,10 嘉義縣,一般,0.0574,60,53,53,57,2,19,-0.013731656,0.077868852,14,1,1,14,14,1.494444444,5.2,7.25,8,0,0,128,0.4296875,0.21875,55,28,0,45,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.64,0.36,0.047340112,0.092340849,0.021459227,466,22,4,1,43,6,4,0.032258065,0.030107527,0.006451613,465,15,4,3,2,5,哲學學類,46822,84432,30394,30334,,,47206,85732,33977,35987,,,55445,86344,35148,31459,,,0.7879,0.8551,0.788,0.9259,,,0.7879,0.8261,0.8269,0.9259,,,0.8462,0.9322,0.8071,0.8571,,,-0.0214,4103.5,0.0025,2730
一般,公立,國立中正大學,財務金融學系,國立中正大學財務金融學系,17,財經學群,17財經學群,116,財務金融學類,116財務金融學類,13,國立中正大學,4121034,財務金融學系,1304121034,國立中正大學財務金融學系,487,21,149,10 嘉義縣,一般,0.0431,144,148,90,87,10,8,-0.132482482,0.016427105,21,1,1,21,21,1.733413752,5.64,7.73,7.29,0,0,133,0.789473684,0.210526316,105,28,0,0,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,0.024577798,0.054251351,0.001023541,977,24,1,0,53,1,0,0.026785714,0.024553571,0.011160714,448,12,1,5,0,5,財務金融學類,49353,88168,32166,36617,22887,34905,57129,93077,35652,38887,26317,38813,47774,88512,32461,34283,25377,50780,0.9234,0.9624,0.864,0.9036,0.587,0.9655,0.9451,0.9624,0.8992,0.895,0.78,0.931,0.9382,0.9705,0.8844,0.9039,0.6071,0.3594,0.0904,2515.17,0.0345,4297
一般,公立,國立中正大學,財經法律學系,國立中正大學財經法律學系,15,法政學群,15法政學群,99,財經法律學類,99財經法律學類,13,國立中正大學,4212040,財經法律學系,1304212040,國立中正大學財經法律學系,357,10,85,10 嘉義縣,一般,0.028,112,87,87,62,8,1,-0.170190203,0.00280112,10,1,1,10,10,2.214,9.64,11.5,9,0,0,136,0.727941176,0.272058824,99,37,0,0,ECS,0,0,0,1,1,1,CE,0,0,0,0,1,1,5,C,0.5,0.33,0.053623188,0.107246377,0.007246377,690,37,2,1,74,2,3,0.040816327,0.040816327,0.004081633,245,10,3,1,0,6,專業法律學類,59542,83224,28534,55133,,,67615,87386,31419,56668,,,61495,90761,29722,55250,,,0.8502,0.9538,0.7756,0.8551,,,0.8756,0.9077,0.8349,0.8841,,,0.8667,0.9153,0.7608,0.9,,,-0.002,2698.75,0.0169,4164
一般,公立,國立中正大學,通訊工程學系,國立中正大學通訊工程學系,2,工程學群,2工程學群,5,通訊工程學類,5通訊工程學類,13,國立中正大學,7141056,通訊工程學系,1307141056,國立中正大學通訊工程學系,322,14,86,10 嘉義縣,一般,0.0435,94,103,64,49,3,9,-0.172423699,0.027950311,14,1,1,14,14,1.987142857,6.08,6.83,6,0,0,134,0.671641791,0.208955224,90,28,0,16,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.71,0.71,0.035691323,0.082305994,0.005607477,535,19,1,1,44,2,1,0.033492823,0.031100478,0.004784689,418,14,1,2,4,6,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立中正大學,勞工關係學系,國立中正大學勞工關係學系,16,管理學群,16管理學群,109,勞工關係學類,109勞工關系學類,13,國立中正大學,3199025,勞工關係學系,1303199025,國立中正大學勞工關係學系,354,14,100,10 嘉義縣,一般,0.0395,98,95,76,66,13,6,-0.120730397,0.016949153,14,1,1,14,14,2,8,8,7.5,0,0,130,0.623076923,0.215384615,81,28,2,19,,0,0,0,0,0,0,ES,0,0,0,1,1,0,4,E,0.36,0.36,0.057959281,0.112923491,0.00295858,676,37,0,1,75,0,2,0.03539823,0.03539823,0.004424779,226,8,5,1,0,2,綜合社會及行為科學學類,54670,79348,33569,,,,59356,80983,36354,,,,50769,81853,34870,,,,0.9031,0.9193,0.8607,,,,0.9133,0.9141,0.9055,,,,0.9034,0.978,0.8677,,,,-0.022,-31.67,0.0166,3035
一般,公立,國立中正大學,會計與資訊科技學系,國立中正大學會計與資訊科技學系,17,財經學群,17財經學群,115,會計學類,115會計學類,13,國立中正大學,4111032,會計與資訊科技學系,1304111032,國立中正大學會計與資訊科技學系,416,13,137,10 嘉義縣,一般,0.0313,143,131,76,58,5,3,-0.246868506,0.007211538,13,1,1,13,13,2.305333333,7,9.29,6.5,0,0,129,0.782945736,0.217054264,101,28,0,0,CE,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.65,0.57,0.048325123,0.101631773,0.003722084,806,39,1,1,82,1,2,0.030379747,0.025316456,0,395,12,1,0,0,9,會計學類,45472,79675,32899,33585,23763,35634,51767,84151,35913,35978,27437,37257,45863,79468,33294,34862,23827,39398,0.9408,0.9617,0.8996,0.9199,0.459,0.9,0.9409,0.9522,0.9157,0.9137,0.6748,0.9,0.9381,0.9495,0.9083,0.9217,0.4956,0.8125,0.0092,947.33,0.036,3579
一般,公立,國立中正大學,經濟學系,國立中正大學經濟學系,17,財經學群,17財經學群,120,經濟學類,120經濟學類,13,國立中正大學,3111017,經濟學系,1303111017,國立中正大學經濟學系,412,20,99,10 嘉義縣,一般,0.0485,129,125,117,115,7,13,-0.037367256,0.031553398,20,1,1,20,20,1.912162162,7.28,8.7,7.88,0,0,128,0.609375,0.21875,78,28,0,22,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,"E,I",0.36,0.36,0.047244094,0.089566929,0.007874016,1016,48,3,3,91,3,5,0.026232949,0.026232949,0.00524659,953,25,6,5,2,12,經濟學類,45020,73259,34767,34288,,,50190,78667,39562,35613,,,47891,81947,35605,34110,,,0.8502,0.9357,0.8472,0.92,,,0.8742,0.9007,0.8708,0.9205,,,0.9136,0.9701,0.8507,0.9339,,,-0.0288,3054.75,0.0033,4175
