學校類型,設立別,學校,科系,校系,大考中心學群編號,學群編號編碼,大考中心學類編號,學類編號編碼,學校代碼,學校名稱,科系代碼,科系名稱,校系代碼,校系名稱,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,師生比,一年級人數,二年級人數,三年級人數,四年級人數,大四以上年級人數,延畢人數,人數下滑率,延畢率,教師總數,專任助理教授以上之比例,欄位11,專任助理教授以上總人數,專任講師以上總人數,正副教授比較助理教授及講師講課時數之倍數,專任教授平均每週授課時數,專任副教授平均每週授課時數,專任助理教授平均每週授課時數,專任講師平均每週授課時數,專任其他教師平均每週授課時數,畢業總學分數,專業學分比,通識/共同學分比,畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,123 個學類,大學生興趣碼,大學生興趣碼R,大學生興趣碼I,大學生興趣碼A,大學生興趣碼S,大學生興趣碼E,大學生興趣碼C,職業Holland碼前二碼,職業興趣碼R,職業興趣碼I,職業興趣碼A,職業興趣碼S,職業興趣碼E,職業興趣碼C,命中率,職業Holland碼首碼,首碼職業關聯百分比,前二碼職業關聯百分比,學類所屬學群編號,學類所屬學群名稱,辦理休學率,總休學率,因學業成績與志趣不合總休學率,休學人數整理2_在學學生數,學期內新辦理休學人數小計,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,至學期底總休學人數小計,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,退學率,因成績/志趣與逾期退學率,因志趣不合退學率,退學人數整理2_在學學生數,退學人數小計,因學業成績退學人數,因志趣不合退學人數,因逾期未註冊退學人數,因休學逾期未復學退學人數
2,公立,國立屏東科技大學,餐旅管理系,國立屏東科技大學餐旅管理系,16,16管理學群,113,113餐旅管理學類,0024,國立屏東科技大學,10131054,餐旅管理系,002410131054,國立屏東科技大學餐旅管理系,436,11,107,13 屏東縣,2 技職,2.52%,105,113,106,109,0,3,-1.42%,0.69%,11,0.818181818,1,9,11,0.888729704,7.16,10.45,10.14,9.8,0,135,0.592592593,0.214814815,80,29,26,0,餐旅管理學類,ESA,0,0,1,1,1,0,EC,0,0,0,0,1,1,3,"E,S",0.28,0.28,16,管理學群,0.013921114,0.040603248,0.006960557,862,12,1,1,35,2,4,0.009208103,0.009208103,0.005524862,543,5,0,3,1,1
2,公立,國立臺北科技大學,工業設計系,國立臺北科技大學工業設計系,8,8建築與設計學群,56,56工業設計學類,0025,國立臺北科技大學,02123009,工業設計系,002502123009,國立臺北科技大學工業設計系,277,13,40,30 臺北市,2 技職,4.69%,56,54,43,16,1,0,28.91%,0.00%,13,0.846153846,1,11,13,1.343317972,14.5,13.65,8.25,12.45,0,133,0.721804511,0.248120301,96,33,4,0,工業設計學類,A,0,0,1,0,0,0,AE,0,0,1,0,1,0,5,A,0.5,0.2,8,建築與設計學群,0.06773399,0.115763547,0.009852217,812,55,1,3,94,1,7,0.02955665,0.027093596,0,406,12,1,0,1,9
2,公立,國立臺北科技大學,工業設計系,國立臺北科技大學工業設計系,8,8建築與設計學群,56,56工業設計學類,0025,國立臺北科技大學,02123009,工業設計系,002502123009,國立臺北科技大學工業設計系,277,13,40,30 臺北市,2 技職,4.69%,56,54,43,16,1,0,28.91%,0.00%,13,0.846153846,1,11,13,1.343317972,14.5,13.65,8.25,12.45,0,133,0.721804511,0.248120301,96,33,4,0,工業設計學類,A,0,0,1,0,0,0,AE,0,0,1,0,1,0,5,A,0.5,0.2,8,建築與設計學群,0.06773399,0.115763547,0.009852217,812,55,1,3,94,1,7,0.038461538,0.038461538,0,78,3,0,0,0,3
2,公立,國立臺北科技大學,工業設計系,國立臺北科技大學工業設計系,8,8建築與設計學群,56,56工業設計學類,0025,國立臺北科技大學,02123009,工業設計系,002502123009,國立臺北科技大學工業設計系,277,13,40,30 臺北市,2 技職,4.69%,65,71,76,62,0,3,0.72%,1.09%,13,0.846153846,1,11,13,1.343317972,14.5,13.65,8.25,12.45,0,133,0.721804511,0.248120301,96,33,4,0,工業設計學類,A,0,0,1,0,0,0,AE,0,0,1,0,1,0,5,A,0.5,0.2,8,建築與設計學群,0.06773399,0.115763547,0.009852217,812,55,1,3,94,1,7,0.02955665,0.027093596,0,406,12,1,0,1,9
2,公立,國立臺北科技大學,工業設計系,國立臺北科技大學工業設計系,8,8建築與設計學群,56,56工業設計學類,0025,國立臺北科技大學,02123009,工業設計系,002502123009,國立臺北科技大學工業設計系,277,13,40,30 臺北市,2 技職,4.69%,65,71,76,62,0,3,0.72%,1.09%,13,0.846153846,1,11,13,1.343317972,14.5,13.65,8.25,12.45,0,133,0.721804511,0.248120301,96,33,4,0,工業設計學類,A,0,0,1,0,0,0,AE,0,0,1,0,1,0,5,A,0.5,0.2,8,建築與設計學群,0.06773399,0.115763547,0.009852217,812,55,1,3,94,1,7,0.038461538,0.038461538,0,78,3,0,0,0,3
2,公立,國立臺北科技大學,工業設計系,國立臺北科技大學工業設計系,8,8建築與設計學群,56,56工業設計學類,0025,國立臺北科技大學,02123009,工業設計系,002502123009,國立臺北科技大學工業設計系,277,13,40,30 臺北市,2 技職,4.69%,29,39,0,0,0,0,,0.00%,13,0.846153846,1,11,13,1.343317972,14.5,13.65,8.25,12.45,0,133,0.721804511,0.248120301,96,33,4,0,工業設計學類,A,0,0,1,0,0,0,AE,0,0,1,0,1,0,5,A,0.5,0.2,8,建築與設計學群,0.06773399,0.115763547,0.009852217,812,55,1,3,94,1,7,0.02955665,0.027093596,0,406,12,1,0,1,9
2,公立,國立臺北科技大學,工業設計系,國立臺北科技大學工業設計系,8,8建築與設計學群,56,56工業設計學類,0025,國立臺北科技大學,02123009,工業設計系,002502123009,國立臺北科技大學工業設計系,277,13,40,30 臺北市,2 技職,4.69%,29,39,0,0,0,0,,0.00%,13,0.846153846,1,11,13,1.343317972,14.5,13.65,8.25,12.45,0,133,0.721804511,0.248120301,96,33,4,0,工業設計學類,A,0,0,1,0,0,0,AE,0,0,1,0,1,0,5,A,0.5,0.2,8,建築與設計學群,0.06773399,0.115763547,0.009852217,812,55,1,3,94,1,7,0.038461538,0.038461538,0,78,3,0,0,0,3
2,公立,國立臺北科技大學,文化事業發展系,國立臺北科技大學文化事業發展系,13,13文史哲學群,91,91文化與產業學類,0025,國立臺北科技大學,02299018,文化事業發展系,002502299018,國立臺北科技大學文化事業發展系,202,11,33,30 臺北市,2 技職,5.45%,54,53,37,57,0,1,-7.34%,0.50%,11,0.909090909,1,10,11,0.675851512,9.35,7.31,10.53,14.6,0,133,0.736842105,0.248120301,98,33,2,0,文化與產業學類,,0,0,0,0,0,0,EC,0,0,0,0,1,1,4,E,0.27,0.18,13,文史哲學群,0.030769231,0.051282051,0.017948718,390,12,1,3,20,2,5,0.006802721,0.006802721,0,147,1,0,0,0,1
2,公立,國立臺北科技大學,經營管理系,國立臺北科技大學經營管理系,16,16管理學群,102,102企業管理學類,0025,國立臺北科技大學,04131011,經營管理系,002504131011,國立臺北科技大學經營管理系,555,12,231,30 臺北市,2 技職,2.16%,59,55,3,0,0,0,67.11%,0.00%,12,1,1,12,12,1.568992248,8.75,10.49,11.9,0,0,135,0.740740741,0.244444444,100,33,2,0,企業管理學類,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,16,管理學群,0.022644928,0.035326087,0,1104,25,0,0,39,0,0,0.05,0.05,0,360,18,0,0,13,5
2,公立,國立臺北科技大學,經營管理系,國立臺北科技大學經營管理系,16,16管理學群,102,102企業管理學類,0025,國立臺北科技大學,04131011,經營管理系,002504131011,國立臺北科技大學經營管理系,555,12,231,30 臺北市,2 技職,2.16%,131,118,90,95,0,4,9.37%,0.92%,12,1,1,12,12,1.568992248,8.75,10.49,11.9,0,0,135,0.740740741,0.244444444,100,33,2,0,企業管理學類,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,16,管理學群,0.022644928,0.035326087,0,1104,25,0,0,39,0,0,0.05,0.05,0,360,18,0,0,13,5
2,公立,國立臺北科技大學,化學工程與生物科技系,國立臺北科技大學化學工程與生物科技系,2,2工程學群,10,10化學工程學類,0025,國立臺北科技大學,07111048,化學工程與生物科技系,002507111048,國立臺北科技大學化學工程與生物科技系,708,33,235,30 臺北市,2 技職,4.66%,72,67,4,0,0,0,66.99%,0.00%,35,0.942857143,0.942857143,33,33,2.585748792,9.67,10.74,7.28,0,0,146,0.698630137,0.226027397,102,33,11,0,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.01657596,0.027371517,0.005340454,1498,25,4,1,41,4,4,0.021571649,0.021571649,0,649,14,2,0,6,6
2,公立,國立臺北科技大學,化學工程與生物科技系,國立臺北科技大學化學工程與生物科技系,2,2工程學群,10,10化學工程學類,0025,國立臺北科技大學,07111048,化學工程與生物科技系,002507111048,國立臺北科技大學化學工程與生物科技系,708,33,235,30 臺北市,2 技職,4.66%,115,126,134,151,0,2,-9.53%,0.38%,35,0.942857143,0.942857143,33,33,2.585748792,9.67,10.74,7.28,0,0,146,0.698630137,0.226027397,102,33,11,0,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.01657596,0.027371517,0.005340454,1498,25,4,1,41,4,4,0.021571649,0.021571649,0,649,14,2,0,6,6
2,公立,國立臺北科技大學,化學工程與生物科技系,國立臺北科技大學化學工程與生物科技系,2,2工程學群,10,10化學工程學類,0025,國立臺北科技大學,07111048,化學工程與生物科技系,002507111048,國立臺北科技大學化學工程與生物科技系,708,33,235,30 臺北市,2 技職,4.66%,18,15,3,1,0,0,54.44%,0.00%,35,0.942857143,0.942857143,33,33,2.585748792,9.67,10.74,7.28,0,0,146,0.698630137,0.226027397,102,33,11,0,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.01657596,0.027371517,0.005340454,1498,25,4,1,41,4,4,0.021571649,0.021571649,0,649,14,2,0,6,6
2,公立,國立臺北科技大學,化學工程與生物科技系,國立臺北科技大學化學工程與生物科技系,2,2工程學群,10,10化學工程學類,0025,國立臺北科技大學,07111048,化學工程與生物科技系,002507111048,國立臺北科技大學化學工程與生物科技系,708,33,235,30 臺北市,2 技職,4.66%,13,12,7,2,2,0,40.26%,0.00%,35,0.942857143,0.942857143,33,33,2.585748792,9.67,10.74,7.28,0,0,146,0.698630137,0.226027397,102,33,11,0,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.01657596,0.027371517,0.005340454,1498,25,4,1,41,4,4,0.021571649,0.021571649,0,649,14,2,0,6,6
2,公立,國立臺北科技大學,化學工程與生物科技系,國立臺北科技大學化學工程與生物科技系,2,2工程學群,10,10化學工程學類,0025,國立臺北科技大學,07111048,化學工程與生物科技系,002507111048,國立臺北科技大學化學工程與生物科技系,708,33,235,30 臺北市,2 技職,4.66%,2,2,0,2,2,0,,0.00%,35,0.942857143,0.942857143,33,33,2.585748792,9.67,10.74,7.28,0,0,146,0.698630137,0.226027397,102,33,11,0,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.01657596,0.027371517,0.005340454,1498,25,4,1,41,4,4,0.021571649,0.021571649,0,649,14,2,0,6,6
2,公立,國立臺北科技大學,材料及資源工程系,國立臺北科技大學材料及資源工程系,2,2工程學群,11,11材料工程學類,0025,國立臺北科技大學,07112058,材料及資源工程系,002507112058,國立臺北科技大學材料及資源工程系,376,13,113,30 臺北市,2 技職,3.46%,81,110,91,91,0,3,-6.18%,0.80%,14,0.714285714,0.928571429,10,13,0.615185505,5.51,7.75,8.38,13.8,0,144,0.694444444,0.229166667,100,33,11,0,材料工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.6,0.6,2,工程學群,0.039626976,0.061946695,0.026462396,718,27,3,9,44,4,15,0.018237082,0.015197568,0,329,6,5,0,0,0
2,公立,國立臺北科技大學,電機工程系,國立臺北科技大學電機工程系,2,2工程學群,2,2電機工程學類,0025,國立臺北科技大學,07141025,電機工程系,002507141025,國立臺北科技大學電機工程系,964,34,303,30 臺北市,2 技職,3.53%,282,285,177,188,27,5,10.21%,0.52%,36,0.861111111,0.944444444,31,34,0.674090909,6.25,7.58,11,10,0,143,0.699300699,0.230769231,100,33,10,0,電機工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,2,工程學群,0.029865896,0.054200938,0.007667032,1826,55,3,3,99,5,9,0.022515528,0.02173913,0,1288,29,1,0,9,18
2,公立,國立臺北科技大學,電子工程系,國立臺北科技大學電子工程系,2,2工程學群,4,4電子工程學類,0025,國立臺北科技大學,07141028,電子工程系,002507141028,國立臺北科技大學電子工程系,1108,34,259,30 臺北市,2 技職,3.07%,379,327,202,165,25,10,23.42%,0.91%,34,1,1,34,34,2.100792752,8.44,9.11,7.83,0,0,147,0.680272109,0.224489796,100,33,14,0,電子工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.5,0.5,2,工程學群,0.041980852,0.073175504,0.008650519,1734,69,2,6,125,4,11,0.024701195,0.023904382,0,1255,31,2,0,13,15
2,公立,國立臺北科技大學,機械工程系,國立臺北科技大學機械工程系,2,2工程學群,6,6機械工程學類,0025,國立臺北科技大學,07151037,機械工程系,002507151037,國立臺北科技大學機械工程系,1139,24,164,30 臺北市,2 技職,2.11%,182,169,221,200,0,26,-4.71%,3.37%,26,0.923076923,0.923076923,24,24,2.341436464,8.43,11.76,8.05,0,0,149,0.677852349,0.22147651,101,33,15,0,機械工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,2,工程學群,0.031452832,0.050148755,0.012324692,2353,74,12,7,118,17,12,0.015864023,0.009065156,0.001699717,1765,28,3,3,3,7
2,公立,國立臺北科技大學,機械工程系,國立臺北科技大學機械工程系,2,2工程學群,6,6機械工程學類,0025,國立臺北科技大學,07151037,機械工程系,002507151037,國立臺北科技大學機械工程系,1139,24,164,30 臺北市,2 技職,2.11%,102,99,76,64,0,0,13.99%,0.00%,26,0.923076923,0.923076923,24,24,2.341436464,8.43,11.76,8.05,0,0,149,0.677852349,0.22147651,101,33,15,0,機械工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,2,工程學群,0.031452832,0.050148755,0.012324692,2353,74,12,7,118,17,12,0.015864023,0.009065156,0.001699717,1765,28,3,3,3,7
2,公立,國立臺北科技大學,機械工程系,國立臺北科技大學機械工程系,2,2工程學群,6,6機械工程學類,0025,國立臺北科技大學,07151037,機械工程系,002507151037,國立臺北科技大學機械工程系,1139,24,164,30 臺北市,2 技職,2.11%,108,101,37,10,6,0,47.61%,0.00%,26,0.923076923,0.923076923,24,24,2.341436464,8.43,11.76,8.05,0,0,149,0.677852349,0.22147651,101,33,15,0,機械工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,2,工程學群,0.031452832,0.050148755,0.012324692,2353,74,12,7,118,17,12,0.015864023,0.009065156,0.001699717,1765,28,3,3,3,7
2,公立,國立臺北科技大學,車輛工程系,國立臺北科技大學車輛工程系,2,2工程學群,6,6機械工程學類,0025,國立臺北科技大學,07161042,車輛工程系,002507161042,國立臺北科技大學車輛工程系,353,12,83,30 臺北市,2 技職,3.40%,106,104,79,61,1,2,16.24%,0.57%,12,1,1,12,12,15.31,5.44,8.87,0,0,0,141,0.709219858,0.234042553,100,33,8,0,機械工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,2,工程學群,0.028013813,0.048799131,0.006963788,718,20,0,2,35,0,5,0.012771392,0.012771392,0.003831418,783,10,2,3,3,2
2,公立,國立臺北科技大學,車輛工程系,國立臺北科技大學車輛工程系,2,2工程學群,6,6機械工程學類,0025,國立臺北科技大學,07161042,車輛工程系,002507161042,國立臺北科技大學車輛工程系,353,12,83,30 臺北市,2 技職,3.40%,50,48,47,40,0,0,6.99%,0.00%,12,1,1,12,12,15.31,5.44,8.87,0,0,0,141,0.709219858,0.234042553,100,33,8,0,機械工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,2,工程學群,0.028013813,0.048799131,0.006963788,718,20,0,2,35,0,5,0.012771392,0.012771392,0.003831418,783,10,2,3,3,2
2,公立,國立臺北科技大學,土木工程系,國立臺北科技大學土木工程系,2,2工程學群,8,8土木工程學類,0025,國立臺北科技大學,07321045,土木工程系,002507321045,國立臺北科技大學土木工程系,464,24,124,30 臺北市,2 技職,5.17%,78,85,11,2,0,0,53.30%,0.00%,25,0.96,0.96,24,24,2.104210526,9.18,9.81,8.5,0,0,139,0.726618705,0.237410072,101,33,5,0,土木工程學類,RI,1,1,0,0,0,0,"RC,ER",1,0,0,0,1,1,3,R,0.43,0.29,2,工程學群,0.048456002,0.079958982,0.006954103,1438,70,2,5,115,2,8,0.039278132,0.033970276,0.001061571,942,37,3,1,11,17
2,公立,國立臺北科技大學,土木工程系,國立臺北科技大學土木工程系,2,2工程學群,8,8土木工程學類,0025,國立臺北科技大學,07321045,土木工程系,002507321045,國立臺北科技大學土木工程系,464,24,124,30 臺北市,2 技職,5.17%,27,23,13,7,0,0,34.82%,0.00%,25,0.96,0.96,24,24,2.104210526,9.18,9.81,8.5,0,0,139,0.726618705,0.237410072,101,33,5,0,土木工程學類,RI,1,1,0,0,0,0,"RC,ER",1,0,0,0,1,1,3,R,0.43,0.29,2,工程學群,0.048456002,0.079958982,0.006954103,1438,70,2,5,115,2,8,0.039278132,0.033970276,0.001061571,942,37,3,1,11,17
2,公立,國立臺北科技大學,土木工程系,國立臺北科技大學土木工程系,2,2工程學群,8,8土木工程學類,0025,國立臺北科技大學,07321045,土木工程系,002507321045,國立臺北科技大學土木工程系,464,24,124,30 臺北市,2 技職,5.17%,8,4,4,3,6,0,25.00%,0.00%,25,0.96,0.96,24,24,2.104210526,9.18,9.81,8.5,0,0,139,0.726618705,0.237410072,101,33,5,0,土木工程學類,RI,1,1,0,0,0,0,"RC,ER",1,0,0,0,1,1,3,R,0.43,0.29,2,工程學群,0.048456002,0.079958982,0.006954103,1438,70,2,5,115,2,8,0.039278132,0.033970276,0.001061571,942,37,3,1,11,17
2,公立,國立臺北科技大學,土木工程系,國立臺北科技大學土木工程系,2,2工程學群,8,8土木工程學類,0025,國立臺北科技大學,07321045,土木工程系,002507321045,國立臺北科技大學土木工程系,464,24,124,30 臺北市,2 技職,5.17%,110,100,108,134,0,12,-7.66%,2.65%,25,0.96,0.96,24,24,2.104210526,9.18,9.81,8.5,0,0,139,0.726618705,0.237410072,101,33,5,0,土木工程學類,RI,1,1,0,0,0,0,"RC,ER",1,0,0,0,1,1,3,R,0.43,0.29,2,工程學群,0.048456002,0.079958982,0.006954103,1438,70,2,5,115,2,8,0.039278132,0.033970276,0.001061571,942,37,3,1,11,17
2,公立,國立高雄第一科技大學,應用英語系,國立高雄第一科技大學應用英語系,12,12外語學群,79,79英語文學類,0026,國立高雄第一科技大學,02311001,應用英語系,002602311001,國立高雄第一科技大學應用英語系,436,16,112,12 高雄市,2 技職,3.67%,84,89,127,120,0,16,-14.38%,3.81%,16,0.875,1,14,16,0.980118216,8,9.24,9.11,8.5,0,200,0.59,0.23,118,46,0,36,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.020614026,0.060222186,0.01463964,888,18,5,2,53,10,3,0.024896266,0.020746888,0.004149378,482,12,0,2,4,4
2,公立,國立高雄第一科技大學,應用英語系,國立高雄第一科技大學應用英語系,12,12外語學群,79,79英語文學類,0026,國立高雄第一科技大學,02311001,應用英語系,002602311001,國立高雄第一科技大學應用英語系,436,16,112,12 高雄市,2 技職,3.67%,84,89,127,120,0,16,-14.38%,3.81%,16,0.875,1,14,16,0.980118216,8,9.24,9.11,8.5,0,200,0.59,0.23,118,46,0,36,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.020614026,0.060222186,0.01463964,888,18,5,2,53,10,3,0.063829787,0.042553191,0,47,3,0,0,1,1
2,公立,國立高雄第一科技大學,應用英語系,國立高雄第一科技大學應用英語系,12,12外語學群,79,79英語文學類,0026,國立高雄第一科技大學,02311001,應用英語系,002602311001,國立高雄第一科技大學應用英語系,436,16,112,12 高雄市,2 技職,3.67%,15,12,13,7,0,0,19.27%,0.00%,16,0.875,1,14,16,0.980118216,8,9.24,9.11,8.5,0,200,0.59,0.23,118,46,0,36,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.020614026,0.060222186,0.01463964,888,18,5,2,53,10,3,0.024896266,0.020746888,0.004149378,482,12,0,2,4,4
2,公立,國立高雄第一科技大學,應用英語系,國立高雄第一科技大學應用英語系,12,12外語學群,79,79英語文學類,0026,國立高雄第一科技大學,02311001,應用英語系,002602311001,國立高雄第一科技大學應用英語系,436,16,112,12 高雄市,2 技職,3.67%,15,12,13,7,0,0,19.27%,0.00%,16,0.875,1,14,16,0.980118216,8,9.24,9.11,8.5,0,200,0.59,0.23,118,46,0,36,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.020614026,0.060222186,0.01463964,888,18,5,2,53,10,3,0.063829787,0.042553191,0,47,3,0,0,1,1
2,公立,國立高雄第一科技大學,應用德語系,國立高雄第一科技大學應用德語系,12,12外語學群,80,80歐語文學類,0026,國立高雄第一科技大學,02311002,應用德語系,002602311002,國立高雄第一科技大學應用德語系,287,11,63,12 高雄市,2 技職,3.83%,69,76,63,64,0,15,1.79%,5.51%,11,0.818181818,1,9,11,0.70212766,5,10.5,11,11.5,0,128,0.671875,0.234375,86,30,0,12,歐語文學類,AS,0,0,1,1,0,0,CE,0,0,0,0,1,1,2,A,0.32,0.21,12,外語學群,0.036585366,0.080139373,0.022648084,574,21,6,2,46,8,5,0.022641509,0.020754717,0.003773585,530,12,1,2,2,6
2,公立,國立高雄第一科技大學,應用日語系,國立高雄第一科技大學應用日語系,12,12外語學群,81,81日語文學系,0026,國立高雄第一科技大學,02311003,應用日語系,002602311003,國立高雄第一科技大學應用日語系,527,13,137,12 高雄市,2 技職,2.47%,108,116,153,137,0,13,-9.62%,2.53%,13,0.846153846,1,11,13,0.705333333,6,8.87,10.5,11,0,200,0.59,0.23,118,46,0,36,日語文學類,AS,0,0,1,1,0,0,"AE,EC,CE",0,0,1,0,1,1,3,A,0.31,0.19,12,外語學群,0.019646365,0.062868369,0.014734774,1018,20,3,2,64,8,7,0.028968714,0.022016222,0.002317497,863,25,2,2,5,10
2,公立,國立高雄第一科技大學,會計資訊系,國立高雄第一科技大學會計資訊系,17,17財經學群,115,115會計學類,0026,國立高雄第一科技大學,04111008,會計資訊系,002604111008,國立高雄第一科技大學會計資訊系,265,9,68,12 高雄市,2 技職,3.40%,72,76,60,52,0,5,9.61%,1.92%,9,0.888888889,1,8,9,0.910569106,10.67,10.73,10.6,13,0,128,0.765625,0.234375,98,30,0,0,會計學類,CE,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.65,0.57,17,財經學群,0.015564202,0.031398617,0.00589391,509,8,1,1,16,2,1,0.012605042,0.012605042,0.008403361,238,3,1,2,0,0
2,公立,國立高雄第一科技大學,財務管理系,國立高雄第一科技大學財務管理系,17,17財經學群,116,116財務金融學類,0026,國立高雄第一科技大學,04121016,財務管理系,002604121016,國立高雄第一科技大學財務管理系,309,11,82,12 高雄市,2 技職,3.56%,104,93,54,56,1,1,16.27%,0.32%,11,1,1,11,11,1.610128617,9.48,9.55,11.44,0,0,200,0.77,0.23,154,46,0,0,財務金融學類,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,17,財經學群,0.019932363,0.074118672,0.002364066,423,7,0,1,27,0,1,0.078651685,0.078651685,0,89,7,0,0,3,4
2,公立,國立高雄第一科技大學,金融系,國立高雄第一科技大學金融系,17,17財經學群,116,116財務金融學類,0026,國立高雄第一科技大學,04121017,金融系,002604121017,國立高雄第一科技大學金融系,543,17,156,12 高雄市,2 技職,3.13%,171,141,112,109,0,10,13.60%,1.88%,17,1,1,17,17,1.836666667,10.66,10.38,11,0,0,128,0.765625,0.234375,98,30,0,0,財務金融學類,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,17,財經學群,0.010978044,0.0249501,0.006986028,1002,11,1,2,25,4,3,0.01459854,0.01216545,0,822,12,4,0,2,4
